npi,category,taxonomy_code,primary_switch,nppes_deactivated,ndh_role,cms_enrollment_org
1588208219,behavioral-health,103K00000X,Y,,,
1588208375,behavioral-health,101YP2500X,Y,,Y,
1588208714,advanced-practice,363LF0000X,Y,,Y,Y
1588208748,behavioral-health,103TS0200X,Y,,,
1588209092,behavioral-health,1041C0700X,Y,,Y,
1588209514,rehab-therapy,225100000X,Y,,,
1588209555,rehab-therapy,225X00000X,Y,,,
1588209589,rehab-therapy,225100000X,Y,,,
1588210751,advanced-practice,363LF0000X,Y,,Y,Y
1588211239,advanced-practice,363LA2100X,Y,,Y,Y
1588211353,rehab-therapy,235Z00000X,Y,,,
1588212054,behavioral-health,101Y00000X,Y,,,
1588212484,advanced-practice,367500000X,Y,,Y,Y
1588212658,advanced-practice,363LF0000X,Y,,Y,Y
1588212781,rehab-therapy,225100000X,Y,,Y,Y
1588213110,behavioral-health,103K00000X,Y,,,
1588213714,advanced-practice,363A00000X,Y,,Y,Y
1588213789,advanced-practice,363AM0700X,Y,,Y,
1588214290,rehab-therapy,235Z00000X,Y,,,
1588214324,behavioral-health,1041C0700X,Y,,,
1588215180,advanced-practice,363AM0700X,Y,,Y,Y
1588215875,advanced-practice,363A00000X,Y,,Y,Y
1588216188,physician,208600000X,Y,,,
1588216238,nursing,163WH0200X,Y,,,
1588216246,rehab-therapy,225X00000X,Y,,,
1588216477,rehab-therapy,224Z00000X,Y,,,
1588216600,rehab-therapy,225X00000X,Y,,,
1588216642,advanced-practice,363AM0700X,Y,,Y,Y
1588217137,advanced-practice,363A00000X,Y,,Y,
1588217780,behavioral-health,103TC0700X,Y,,Y,
1588218218,nursing,163WA0400X,Y,,,
1588219091,rehab-therapy,225100000X,Y,,Y,Y
1588219976,advanced-practice,363LA2100X,Y,,Y,Y
1588220040,pharmacy,1835P0018X,Y,,,
1588220065,behavioral-health,106S00000X,Y,,,
1588220123,advanced-practice,363LF0000X,Y,,Y,Y
1588220503,behavioral-health,106S00000X,Y,,,
1588221055,behavioral-health,101YA0400X,Y,,,
1588221717,dental,1223P0300X,Y,,Y,
1588221758,physician,207Q00000X,Y,,Y,Y
1588223135,rehab-therapy,225X00000X,Y,,,
1588225791,physician,2084P0800X,Y,,Y,Y
1588226039,advanced-practice,363AM0700X,Y,,Y,Y
1588226161,physician,207R00000X,Y,,Y,Y
1588227318,behavioral-health,104100000X,Y,,Y,
1588227607,physician,207Q00000X,Y,,Y,Y
1588228167,physician,207R00000X,Y,,Y,
1588228514,physician,207R00000X,Y,,Y,
1588228886,physician,207XX0005X,Y,,Y,
1588229264,physician,208D00000X,Y,,Y,Y
1588229645,advanced-practice,363A00000X,Y,,Y,
1588230106,rehab-therapy,224Z00000X,Y,,,
1588230361,nursing,163W00000X,Y,,,
1588231047,advanced-practice,363LP0808X,Y,,Y,Y
1588231286,behavioral-health,104100000X,Y,,,
1588231716,student,390200000X,Y,,Y,
1588232151,advanced-practice,363AM0700X,Y,,Y,
1588232185,other-clinical,170300000X,Y,,,
1588233159,advanced-practice,363A00000X,Y,,Y,
1588234074,physician,2084P0800X,Y,,Y,Y
1588234173,student,390200000X,Y,,,
1588234975,student,390200000X,Y,,Y,Y
1588235253,physician,207ZP0102X,Y,,,
1588235493,rehab-therapy,2251X0800X,Y,,,
1588235931,eye-vision,152W00000X,Y,,Y,Y
1588236103,behavioral-health,1041C0700X,Y,,Y,
1588236715,rehab-therapy,226000000X,Y,,,
1588236855,advanced-practice,363AM0700X,Y,,Y,Y
1588237895,student,390200000X,Y,,,
1588237986,pharmacy,183500000X,Y,,,
1588238356,student,390200000X,Y,,,
1588239255,student,390200000X,Y,,Y,
1588239396,behavioral-health,106S00000X,Y,,,
1588239503,rehab-therapy,235Z00000X,Y,,,
1588239545,student,390200000X,Y,,,
1588239750,student,390200000X,Y,,Y,
1588240279,physician,208000000X,Y,,,
1588241517,physician,208000000X,Y,,Y,
1588242200,physician,207V00000X,Y,,Y,Y
1588242473,physician,207Q00000X,Y,,Y,Y
1588242515,physician,207P00000X,Y,,Y,Y
1588242580,physician,207QS0010X,Y,,Y,Y
1588242796,behavioral-health,101YA0400X,Y,,,
1588242879,student,390200000X,Y,,Y,
1588243208,physician,207R00000X,Y,,Y,Y
1588243257,student,390200000X,Y,,,Y
1588243372,student,390200000X,Y,,Y,
1588243380,student,390200000X,Y,,,
1588243398,student,390200000X,Y,,Y,Y
1588243828,behavioral-health,101YM0800X,Y,,,
1588244883,physician,207R00000X,Y,,,
1588245195,behavioral-health,101Y00000X,Y,,,
1588245658,physician,208600000X,Y,Y,,
1588245807,student,390200000X,Y,,Y,
1588245880,rehab-therapy,225100000X,Y,,Y,
1588246037,physician,207Q00000X,Y,,Y,
1588246805,student,390200000X,Y,,Y,Y
1588247878,behavioral-health,101Y00000X,Y,,,
1588248082,dietary,133V00000X,Y,,Y,Y
1588249163,rehab-therapy,225100000X,Y,,,
1588249338,behavioral-health,103TC0700X,Y,,,
1588249445,advanced-practice,367A00000X,Y,,Y,Y
1588250104,advanced-practice,363LA2100X,Y,,,
1588250518,physician,208M00000X,Y,,Y,Y
1588251433,pharmacy,183500000X,Y,,,
1588251490,pharmacy,183500000X,Y,,Y,
1588252019,behavioral-health,101YP2500X,Y,,Y,Y
1588252605,advanced-practice,367500000X,Y,,Y,Y
1588252688,behavioral-health,101YM0800X,Y,,,
1588253330,pharmacy,1835P1300X,Y,,,
1588253397,pharmacy,183500000X,Y,,,
1588253827,pharmacy,1835P0018X,Y,,,
1588254338,behavioral-health,104100000X,Y,,,
1588254478,behavioral-health,103TC0700X,Y,,,
1588254817,nursing,163W00000X,Y,,Y,Y
1588255129,chiropractic,111N00000X,Y,,Y,Y
1588255285,behavioral-health,1041C0700X,Y,,Y,
1588255798,advanced-practice,367500000X,Y,,Y,Y
1588260848,advanced-practice,363A00000X,Y,,Y,
1588261622,rehab-therapy,225100000X,Y,,Y,Y
1588261861,rehab-therapy,224Z00000X,Y,,,
1588262133,advanced-practice,363LF0000X,Y,,Y,Y
1588262166,behavioral-health,106S00000X,Y,,,
1588262265,pharmacy,183500000X,Y,,,
1588262992,pharmacy,183500000X,Y,,,
1588263008,behavioral-health,1041C0700X,Y,,,
1588263354,advanced-practice,363LP0808X,Y,,,
1588263818,behavioral-health,106S00000X,Y,,,
1588264410,behavioral-health,106H00000X,Y,,,
1588264600,behavioral-health,106S00000X,Y,,,
1588264642,behavioral-health,103K00000X,Y,,,
1588265250,advanced-practice,363LF0000X,Y,,Y,Y
1588266209,pharmacy,183500000X,Y,,,
1588266217,advanced-practice,363A00000X,Y,,Y,Y
1588266852,dietary,133NN1002X,Y,,,
1588267983,advanced-practice,367500000X,Y,,Y,Y
1588268007,pharmacy,183500000X,Y,,,
1588268098,pharmacy,183500000X,Y,,,
1588268239,pharmacy,183500000X,Y,,,
1588268395,behavioral-health,103K00000X,Y,,,
1588268833,pharmacy,183500000X,Y,,,
1588268965,pharmacy,183500000X,Y,,,
1588269039,pharmacy,183500000X,Y,,,
1588269104,pharmacy,183500000X,Y,,,
1588269500,pharmacy,183500000X,Y,,,
1588269567,pharmacy,183500000X,Y,,,
1588269674,pharmacy,183500000X,Y,,,
1588269922,dietary,133V00000X,Y,,,
1588270060,dental,1223G0001X,Y,,,
1588271043,behavioral-health,101YM0800X,Y,,,
1588271290,advanced-practice,363L00000X,Y,,Y,
1588271878,rehab-therapy,225100000X,Y,,Y,
1588272512,behavioral-health,1041C0700X,Y,,Y,Y
1588272686,advanced-practice,363LF0000X,Y,,Y,Y
1588272959,advanced-practice,363LA2200X,Y,,Y,Y
1588273015,podiatry,213E00000X,Y,,,
1588273296,physician,207ZP0102X,Y,,,
1588273858,advanced-practice,363A00000X,Y,,,
1588273890,rehab-therapy,235Z00000X,Y,,,
1588274799,rehab-therapy,225100000X,Y,,,
1588274930,student,390200000X,Y,,,
1588275622,behavioral-health,103TC1900X,Y,,Y,
1588275671,rehab-therapy,225800000X,Y,,,
1588275713,behavioral-health,104100000X,Y,,Y,
1588276588,behavioral-health,103K00000X,Y,,,
1588277800,behavioral-health,103K00000X,Y,,,
1588278071,pharmacy,183500000X,Y,,,
1588278113,behavioral-health,104100000X,Y,,,
1588279244,rehab-therapy,225100000X,Y,,Y,
1588279335,behavioral-health,106H00000X,Y,,,
1588280085,behavioral-health,101YP2500X,Y,,Y,
1588280333,rehab-therapy,225200000X,Y,,,
1588281034,pharmacy,183500000X,Y,,,
1588283774,physician,207Q00000X,Y,,Y,Y
1588284301,advanced-practice,363LP0200X,Y,,,
1588284517,advanced-practice,363LW0102X,Y,,Y,Y
1588284988,physician,208100000X,Y,,,
1588285225,behavioral-health,101YM0800X,Y,,,
1588285456,physician,207P00000X,Y,,Y,Y
1588285472,rehab-therapy,225100000X,Y,,Y,Y
1588285498,advanced-practice,363A00000X,Y,,,
1588285852,physician,207R00000X,Y,,Y,Y
1588286041,nursing,163WD0400X,Y,,,
1588286264,rehab-therapy,225X00000X,Y,,,
1588286587,physician,207Q00000X,Y,,Y,Y
1588287114,physician,207PP0204X,Y,,,
1588287288,physician,207P00000X,Y,,Y,Y
1588287445,student,390200000X,Y,,Y,Y
1588287452,rehab-therapy,235Z00000X,Y,,Y,Y
1588287494,physician,207R00000X,Y,,Y,Y
1588288179,behavioral-health,104100000X,Y,,,Y
1588288377,advanced-practice,363AM0700X,Y,,Y,Y
1588289979,advanced-practice,363A00000X,Y,,Y,
1588290027,rehab-therapy,2279G1100X,Y,,,
1588290043,rehab-therapy,225X00000X,Y,,,
1588290407,other-clinical,170300000X,Y,,,
1588291009,physician,207Y00000X,Y,,Y,Y
1588291629,physician,2085R0202X,Y,,,
1588292122,student,390200000X,Y,,,
1588292668,physician,207R00000X,Y,,Y,
1588293047,rehab-therapy,235Z00000X,Y,,Y,
1588293161,student,390200000X,Y,,Y,
1588293591,physician,207R00000X,Y,,Y,Y
1588294052,behavioral-health,104100000X,Y,,Y,
1588294656,advanced-practice,367500000X,Y,,Y,Y
1588295455,advanced-practice,363A00000X,Y,,Y,
1588295976,behavioral-health,101YP2500X,Y,,,
1588296347,behavioral-health,103K00000X,Y,,,
1588296511,advanced-practice,363LF0000X,Y,,Y,
1588296818,behavioral-health,103K00000X,Y,,,
1588297469,behavioral-health,106H00000X,Y,,Y,
1588297493,rehab-therapy,225100000X,Y,,,
1588298350,advanced-practice,363LP2300X,Y,,Y,Y
1588298483,pharmacy,1835P2201X,Y,,,
1588298707,behavioral-health,104100000X,Y,,,
1588299820,advanced-practice,363LA2200X,Y,,Y,Y
1588300255,physician,2080P0205X,Y,,Y,
1588300263,dental,124Q00000X,Y,,,
1588300354,behavioral-health,101YP2500X,Y,,,
1588300875,rehab-therapy,225200000X,Y,,,
1588301337,rehab-therapy,225200000X,Y,,,
1588301600,advanced-practice,363AM0700X,Y,,Y,Y
1588301931,rehab-therapy,225100000X,Y,,,
1588302012,physician,207R00000X,Y,,,
1588302277,physician,207R00000X,Y,,,
1588302418,physician,2086S0129X,Y,,Y,
1588302442,behavioral-health,106S00000X,Y,,,
1588302822,student,390200000X,Y,,,
1588302947,physician,208000000X,Y,,,
1588303119,advanced-practice,363LF0000X,Y,,Y,Y
1588303754,physician,208600000X,Y,,,
1588303861,rehab-therapy,225100000X,Y,,Y,Y
1588304083,advanced-practice,363LF0000X,Y,,Y,Y
1588304315,student,390200000X,Y,,Y,
1588304562,student,390200000X,Y,,Y,Y
1588304760,student,390200000X,Y,,Y,Y
1588304802,physician,208000000X,Y,,,
1588305452,physician,207P00000X,Y,,Y,Y
1588305783,physician,207R00000X,Y,,Y,Y
1588305957,nursing,164W00000X,Y,,,
1588306013,physician,207R00000X,Y,,Y,Y
1588306971,student,390200000X,Y,,,
1588307326,dietary,133V00000X,Y,,,
1588307359,physician,207Q00000X,Y,,Y,Y
1588307466,student,390200000X,Y,Y,Y,
1588308308,advanced-practice,363LG0600X,Y,,Y,Y
1588308548,physician,207P00000X,Y,,Y,Y
1588309728,student,390200000X,Y,,Y,
1588309876,physician,2081P2900X,Y,,Y,
1588310049,behavioral-health,101YM0800X,Y,,,
1588310171,advanced-practice,363LP2300X,Y,,Y,Y
1588310973,behavioral-health,1041C0700X,Y,,,
1588311286,advanced-practice,363L00000X,Y,,,
1588311468,dietary,133V00000X,Y,,,
1588313944,physician,207Q00000X,Y,,Y,Y
1588313993,student,390200000X,Y,,Y,
1588314140,pharmacy,183500000X,Y,,,
1588314389,student,390200000X,Y,,Y,
1588314546,student,390200000X,Y,,Y,
1588314587,student,390200000X,Y,,,Y
1588315410,behavioral-health,1041C0700X,Y,,Y,Y
1588315527,behavioral-health,106H00000X,Y,,,
1588315709,behavioral-health,101YM0800X,Y,,Y,Y
1588315840,behavioral-health,106S00000X,Y,,,
1588315931,pharmacy,183500000X,Y,,,
1588317036,rehab-therapy,2255A2300X,Y,,,
1588317481,other-clinical,171R00000X,Y,,,
1588317507,behavioral-health,106S00000X,Y,,,
1588317564,advanced-practice,363L00000X,Y,,Y,Y
1588318810,rehab-therapy,225100000X,Y,,,
1588320386,dietary,133V00000X,Y,,Y,Y
1588320501,behavioral-health,101YP2500X,Y,,Y,
1588322150,nursing,163W00000X,Y,,,
1588322333,rehab-therapy,235Z00000X,Y,,,
1588322937,nursing,163W00000X,Y,,,
1588323083,behavioral-health,101YM0800X,Y,,,
1588323943,rehab-therapy,225X00000X,Y,,,
1588324230,behavioral-health,1041C0700X,Y,,Y,Y
1588324362,behavioral-health,101YM0800X,Y,,,
1588324677,advanced-practice,363A00000X,Y,,Y,Y
1588324776,advanced-practice,363AS0400X,Y,,Y,Y
1588325302,behavioral-health,106S00000X,Y,,,
1588326474,advanced-practice,363LF0000X,Y,,Y,Y
1588326540,rehab-therapy,225X00000X,Y,,,
1588327043,behavioral-health,101YP2500X,Y,,,
1588327860,rehab-therapy,235Z00000X,Y,,,
1588328124,pharmacy,183500000X,Y,,,
1588328439,pharmacy,183500000X,Y,,,
1588328892,behavioral-health,101YM0800X,Y,,,Y
1588329122,advanced-practice,363A00000X,Y,,Y,Y
1588329270,behavioral-health,103T00000X,Y,,,
1588329361,behavioral-health,101YA0400X,Y,,,
1588329486,advanced-practice,363L00000X,Y,,Y,Y
1588330963,behavioral-health,101YP2500X,Y,,Y,
1588331979,pharmacy,183500000X,Y,,,
1588332381,advanced-practice,363A00000X,Y,,Y,
1588332589,student,390200000X,Y,,,
1588332670,advanced-practice,363LW0102X,Y,,Y,Y
1588332746,nursing,163W00000X,Y,,,
1588333090,advanced-practice,363A00000X,Y,,Y,
1588333512,behavioral-health,104100000X,Y,,,
1588334163,chiropractic,111N00000X,Y,,Y,Y
1588334429,rehab-therapy,224Z00000X,Y,,,
1588334551,behavioral-health,101YM0800X,Y,,,
1588335228,pharmacy,183500000X,Y,,,
1588335418,pharmacy,183500000X,Y,,,
1588335459,pharmacy,183500000X,Y,,,
1588336044,behavioral-health,101YP2500X,Y,,,
1588336507,dental,1223G0001X,Y,,,
1588336549,rehab-therapy,225700000X,Y,,,
1588336614,advanced-practice,363AM0700X,Y,,,
1588337299,behavioral-health,101Y00000X,Y,,,
1588337513,behavioral-health,104100000X,Y,,,
1588338297,advanced-practice,363A00000X,Y,,Y,
1588339410,behavioral-health,101YM0800X,Y,,,
1588339956,student,390200000X,Y,,Y,
1588340046,advanced-practice,363LF0000X,Y,,Y,Y
1588340335,behavioral-health,106S00000X,Y,,,
1588340418,rehab-therapy,231H00000X,Y,,Y,Y
1588340814,rehab-therapy,225100000X,Y,,Y,Y
1588342026,other-clinical,171M00000X,Y,,,
1588342125,behavioral-health,103K00000X,Y,,,
1588342893,advanced-practice,363AM0700X,Y,,Y,Y
1588343925,advanced-practice,363A00000X,Y,,Y,
1588344360,nursing,164W00000X,Y,,,
1588344394,advanced-practice,367500000X,Y,,Y,Y
1588344410,rehab-therapy,225X00000X,Y,,,
1588345094,student,390200000X,Y,,,
1588345169,behavioral-health,101YA0400X,Y,,,
1588347090,rehab-therapy,225100000X,Y,,Y,Y
1588347363,rehab-therapy,225X00000X,Y,,Y,Y
1588348148,physician,208000000X,Y,,,
1588348304,chiropractic,111N00000X,Y,,,
1588348940,behavioral-health,104100000X,Y,,,
1588349179,rehab-therapy,225XM0800X,Y,,Y,Y
1588349310,student,390200000X,Y,,,
1588349567,physician,207Q00000X,Y,,,
1588349690,advanced-practice,363A00000X,Y,,Y,
1588351084,advanced-practice,364SP0200X,Y,,,
1588351266,student,390200000X,Y,,,Y
1588351803,behavioral-health,104100000X,Y,,,
1588352231,pharmacy,183500000X,Y,,,
1588352744,behavioral-health,1041C0700X,Y,,,
1588352918,student,390200000X,Y,,Y,
1588353460,physician,207R00000X,Y,,,
1588353551,student,390200000X,Y,,,Y
1588353627,nursing,163W00000X,Y,,,
1588353742,rehab-therapy,225100000X,Y,,,
1588353775,rehab-therapy,225X00000X,Y,,,
1588353866,behavioral-health,103T00000X,Y,,,
1588354161,dental,122300000X,Y,,,
1588354906,student,390200000X,Y,,Y,
1588354971,student,390200000X,Y,,,
1588357081,nursing,163W00000X,Y,,Y,Y
1588357297,student,390200000X,Y,,Y,
1588357958,behavioral-health,106S00000X,Y,,,
1588358014,student,390200000X,Y,,Y,
1588358683,physician,207WX0107X,Y,,Y,Y
1588358691,advanced-practice,363A00000X,Y,,Y,Y
1588358733,advanced-practice,363A00000X,Y,,Y,
1588359103,nursing,163WC0400X,Y,,,
1588359228,student,390200000X,Y,,,
1588359434,student,390200000X,Y,,,
1588360341,pharmacy,183500000X,Y,,,
1588361745,advanced-practice,363L00000X,Y,,Y,
1588361984,behavioral-health,101YP2500X,Y,,Y,
1588362818,advanced-practice,363LF0000X,Y,,Y,Y
1588362834,behavioral-health,106S00000X,Y,,,
1588363295,behavioral-health,1041C0700X,Y,,,
1588363360,advanced-practice,363A00000X,Y,,Y,Y
1588363428,dental,124Q00000X,Y,,,
1588363469,behavioral-health,106S00000X,Y,,,
1588364608,rehab-therapy,225100000X,Y,,,
1588364681,behavioral-health,101YP2500X,Y,,Y,Y
1588365415,other-clinical,171M00000X,Y,,,
1588365498,pharmacy,183500000X,Y,,,
1588366330,advanced-practice,363LP0808X,Y,,,
1588366421,student,390200000X,Y,,,
1588366447,student,390200000X,Y,,,
1588366645,student,390200000X,Y,,,
1588367353,student,390200000X,Y,,,Y
1588367528,behavioral-health,104100000X,Y,,Y,Y
1588367619,student,390200000X,Y,,Y,
1588367643,student,390200000X,Y,,,
1588367676,student,390200000X,Y,,,
1588368336,student,390200000X,Y,,,
1588368740,student,390200000X,Y,,,
1588368823,student,390200000X,Y,,,
1588368971,behavioral-health,106S00000X,Y,,,
1588368989,student,390200000X,Y,,,
1588369011,student,390200000X,Y,,Y,
1588369037,behavioral-health,101YP2500X,Y,,Y,Y
1588370035,advanced-practice,363A00000X,Y,,Y,Y
1588370050,behavioral-health,101YP2500X,Y,,Y,Y
1588370209,behavioral-health,101YA0400X,Y,,,
1588370506,behavioral-health,104100000X,Y,,,
1588370837,behavioral-health,106S00000X,Y,,,
1588372916,behavioral-health,101YP2500X,Y,,,
1588373179,behavioral-health,101YM0800X,Y,,,
1588373229,advanced-practice,363LF0000X,Y,,Y,
1588373385,rehab-therapy,225X00000X,Y,,,
1588374177,behavioral-health,104100000X,Y,,,
1588374193,behavioral-health,101YM0800X,Y,,Y,Y
1588374326,rehab-therapy,225X00000X,Y,,,
1588374573,advanced-practice,363LF0000X,Y,,Y,Y
1588375083,advanced-practice,363A00000X,Y,,,
1588375158,rehab-therapy,225700000X,Y,,,
1588375992,advanced-practice,363A00000X,Y,,Y,Y
1588376651,behavioral-health,106S00000X,Y,,,
1588376693,behavioral-health,101YM0800X,Y,,,
1588377436,rehab-therapy,225100000X,Y,,,
1588378020,behavioral-health,103TC0700X,Y,,,
1588378038,nursing,163WC0200X,Y,,,
1588378384,behavioral-health,101YM0800X,Y,,,
1588378509,nursing,163W00000X,Y,,Y,Y
1588378673,advanced-practice,363A00000X,Y,,Y,Y
1588380109,rehab-therapy,225X00000X,Y,,Y,Y
1588381115,nursing,163W00000X,Y,,,
1588381289,rehab-therapy,225100000X,Y,,Y,Y
1588384218,advanced-practice,363LP0808X,Y,,Y,Y
1588384358,behavioral-health,101YM0800X,Y,,,
1588384499,advanced-practice,363LF0000X,Y,,Y,Y
1588385736,behavioral-health,1041C0700X,Y,,Y,
1588387443,pharmacy,183500000X,Y,,,
1588389027,advanced-practice,363LP2300X,Y,,Y,
1588389076,behavioral-health,104100000X,Y,,,
1588389852,behavioral-health,1041C0700X,Y,,,
1588390488,behavioral-health,104100000X,Y,,,
1588390645,behavioral-health,104100000X,Y,,,
1588390884,rehab-therapy,235Z00000X,Y,,,
1588394563,behavioral-health,106H00000X,Y,,,
1588395057,advanced-practice,363LF0000X,Y,,,
1588395669,behavioral-health,101YA0400X,Y,,,
1588396402,behavioral-health,106S00000X,Y,,,
1588396782,pharmacy,183500000X,Y,,,
1588396816,behavioral-health,101Y00000X,Y,,,
1588397111,physician,2084P0800X,Y,,,
1588397251,advanced-practice,363A00000X,Y,,Y,
1588398390,rehab-therapy,225X00000X,Y,,,
1588398713,rehab-therapy,225200000X,Y,,,
1588398812,dietary,133V00000X,Y,,,
1588399232,advanced-practice,363L00000X,Y,,Y,Y
1588399406,advanced-practice,363AM0700X,Y,,Y,
1588399869,behavioral-health,101YP2500X,Y,,Y,Y
1588400386,behavioral-health,101YM0800X,Y,,Y,Y
1588400725,advanced-practice,363LP0200X,Y,,,
1588401905,student,390200000X,Y,,,
1588402739,behavioral-health,1041C0700X,Y,,Y,Y
1588402846,advanced-practice,363LF0000X,Y,,Y,Y
1588403091,rehab-therapy,225100000X,Y,,Y,Y
1588403315,dental,1223S0112X,Y,,,
1588403380,behavioral-health,1041C0700X,Y,,,
1588403554,behavioral-health,101YM0800X,Y,,,
1588403836,rehab-therapy,225100000X,Y,,,
1588403893,physician,207V00000X,Y,,,
1588404289,student,390200000X,Y,,,
1588404768,behavioral-health,106S00000X,Y,,,
1588405476,rehab-therapy,231H00000X,Y,,,
1588405682,dental,122300000X,Y,,,
1588406623,physician,208000000X,Y,,,
1588406904,physician,208000000X,Y,,,
1588406946,behavioral-health,106S00000X,Y,,,
1588407027,behavioral-health,101Y00000X,Y,,Y,Y
1588407969,physician,207Q00000X,Y,,,
1588409908,behavioral-health,101Y00000X,Y,,,
1588410328,student,390200000X,Y,,,
1588410336,physician,207P00000X,Y,,,
1588410518,pharmacy,183500000X,Y,,,
1588410708,student,390200000X,Y,,,
1588410906,student,390200000X,Y,,,
1588411417,student,390200000X,Y,,,
1588412415,behavioral-health,1041C0700X,Y,,,
1588412688,dental,122300000X,Y,,,
1588413207,advanced-practice,367A00000X,Y,,Y,Y
1588413272,student,390200000X,Y,,Y,
1588413348,physician,208800000X,Y,,,
1588413546,behavioral-health,104100000X,Y,,,
1588413710,behavioral-health,101Y00000X,Y,,,
1588413801,student,390200000X,Y,,,
1588413926,behavioral-health,101YP2500X,Y,,,
1588414122,student,390200000X,Y,,,
1588414577,student,390200000X,Y,,,
1588414866,student,390200000X,Y,,,
1588415269,student,390200000X,Y,,,
1588415319,student,390200000X,Y,,Y,
1588415822,pharmacy,183500000X,Y,,,
1588416192,student,390200000X,Y,,,
1588416325,support,246RP1900X,Y,,Y,
1588416341,student,390200000X,Y,,,
1588416499,advanced-practice,367A00000X,Y,,Y,Y
1588416598,behavioral-health,103TC2200X,Y,,,
1588416804,behavioral-health,101YA0400X,Y,,,
1588416846,physician,208600000X,Y,,,
1588416929,support,374J00000X,Y,,,
1588417083,physician,207R00000X,Y,,Y,
1588417240,rehab-therapy,225A00000X,Y,,,
1588417505,student,390200000X,Y,,Y,
1588417521,student,390200000X,Y,,,
1588418347,behavioral-health,106S00000X,Y,,,
1588418917,student,390200000X,Y,,,
1588419311,advanced-practice,363LP0808X,Y,,Y,Y
1588419923,student,390200000X,Y,,,
1588420418,rehab-therapy,235Z00000X,Y,,,
1588421028,nursing,164W00000X,Y,,,
1588422000,behavioral-health,1041C0700X,Y,,,
1588422455,behavioral-health,104100000X,Y,,,
1588422703,other-clinical,171400000X,Y,,,
1588423099,physician,207QG0300X,Y,,,
1588423305,advanced-practice,363LP0200X,Y,,,
1588423792,student,390200000X,Y,,,
1588423875,student,390200000X,Y,,,
1588424261,student,390200000X,Y,,,
1588424394,student,390200000X,Y,,Y,
1588424535,student,390200000X,Y,,,
1588426373,behavioral-health,104100000X,Y,,,
1588426399,advanced-practice,363LP0808X,Y,,Y,Y
1588426407,physician,207Q00000X,Y,,Y,Y
1588426910,advanced-practice,363LF0000X,Y,,Y,Y
1588427256,behavioral-health,106S00000X,Y,,,
1588428387,other-clinical,171M00000X,Y,,,
1588428510,behavioral-health,106S00000X,Y,,,
1588430029,rehab-therapy,225X00000X,Y,,,
1588431381,advanced-practice,363LF0000X,Y,,Y,Y
1588431449,rehab-therapy,225X00000X,Y,,,
1588431787,pharmacy,183500000X,Y,,,
